source_file,src_type,title,authors,year,journal,doi,url,abstract
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,Views and understanding of clinicians on the leadership role and attitude to coaching as a development tool for clinical leadership,"Budhoo, M.R.; Spurgeon, P.",2011,International Journal of Clinical Leadership,,,"Background: Coaching is a recognised method of leadership development which is utilised for leaders in many organisations but is less so with clinical leaders in healthcare. Coaching has demonstrated potential in leadership development with high returns on investment. This could be transferred to healthcare and may be of benefit in improving quality of care cost-effectively. This would require long-term changes to develop a coaching culture in healthcare. Aim: The aim of this study is to understand the views of clinicians on leadership roles and the use of coaching as a development tool. Method: The study was questionnaire-based with ethical approval from the organisation where the study was done. The study had both qualitative and quantitative elements. Analysis of quantitative measures was done by Chi square test. P = 0.05 regarded as significant. The views on key aspects of leadership were coded against the medical leadership competency framework. Results: Forty questionnaires were sent out and 22 returned (55% response rate). Most of the respondents were in post for at least 10 years and viewed their clinical role as leadership. Significantly more respondents were in post for longer than 10 years and those in post under 10 years were significantly more likely to consider other training tools apart from coaching. The majority rated their leadership at six or higher on a scale of 1-10. Fifty-nine percent had training in leadership and this is reflected in low scores on the need for further training, although most would accept training and that it has a role in leadership development. Regarding leadership roles, respondents' views were coded to the medical leadership competency framework with setting direction having the highest match (30%). The views also had aspects of charismatic and transformational leadership styles. Coaching was felt to be a useful tool in developing leadership although there were some concerns in ensuring confidentiality and match between coach and coached. Most would consider use of a coach but expressed as a whole the view that the coach should be experienced, from outside the organisation and have a healthcare background. Conclusions and recommendations: The study indicates that training in leadership for development is supported by clinicians in leadership roles and that there is support for coaching as a developmental tool with a preference for external coaches with a healthcare background. This appears to be primarily due to seniority of clinicians and concerns around confidentiality and independence. Further work should be explored to promote a coaching culture amongst clinicians. © 2012 Radcliffe Publishing."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,"The leadership styles of primary healthcare center managers and center performance outcomes in Riyadh, Saudi Arabia: A correlational study","Alrubaysh, M.A.; Alshehri, M.H.; Alsuhaibani, E.A.; Allowaihiq, L.H.; Alnasser, A.A.; Alwazzan, L.",2022,Journal of Family and Community Medicine,10.4103/jfcm.jfcm_400_21,,"BACKGROUND: Leadership is a wide concept that is rapidly developing. Diverse theories suggest different styles of leadership, with strong relationships between the different styles and their outcomes. The transformational style emphasizes motivating employees and encouraging them to find new ways of dealing with issues. The transactional (TL) style promotes ideas of rewards and punishments. The Laissez-faire style is characterized by relaxation and the tendency to leave things to happen with minimal interference. MATERIALS AND METHODS: This is a descriptive cross-sectional study design conducted in Primary Healthcare Centers in Riyadh, Saudi Arabia. The leadership styles were assessed using a Multi-Factor Leadership Questionnaire, which identifies the different styles of leadership. SPSS v 26.0 was used for data analysis. t-test employed to compare leadership style between raters and managers. Logistics regression model used to determine the influence of leadership styles of managers. Pearson correlation coefficient determined the linear relationship between leadership styles and its domains. RESULTS: A total of 130 respondents (65 managers vs. 65 raters) took part. 'Raters' refer to any persons other than the manager, such as a secretary, nurse, doctor. The 'manager' is when the person rates himself. The global transformation mean score was 3.55, for TL it was 3.42 and for passive avoidant, the mean score was 0.93. The passive avoidant (t = 2.005; P = 0.047) and management by exception (passive) (MBEP) mean scores of raters were statistically significantly higher than managers. In the binary regression model, MBEP was the independent significant predictor of manager. CONCLUSION: The perceived leadership style of Primary Healthcare Center managers was transformational but with TL. Transformational leadership was positively correlated with TL leadership but negatively correlated with passive avoidant (The Laissez-faire style). The outcome of this study demonstrated that intellectual stimulation, idealized attributes, and inspirational motivation are perhaps better than contingent reward, active management. © 2022 Journal of Family and Community Medicine | Published by Wolters Kluwer-Medknow."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,"Self-perception of leadership style of dentists: heads of dental departments in community hospitals, Southern Thailand","Por Pan, T.; Trakulmututa, J.; Youravong, N.",2020,International Dental Journal,10.1111/idj.12544,,"Introduction: Leadership is crucial in all professions and organisations, including the oral health profession. Objectives: The aims of this analytical cross-sectional study were to evaluate the self-reported leadership behaviours and the factors influencing leadership behaviours among dentists who were heads of dental departments in community hospitals, southern Thailand. Materials and methods: The self-administered questionnaire was composed of four parts: personal data; a 45-item Multifactor Leadership Questionnaire version 5× short (MLQ 5× short); a 34-item organisational climate perception; and a 52-item emotional intelligence screening test. Results: Of 134 dentists, 133 returned the questionnaire, providing a 99.3% response rate. The scores on the transactional component had a mean score of 2.98 (SD = 0.46). The transformational scores ranged with a mean of 2.90 (SD = 0.49). The scores of the passive leadership component had the lowest results, with a mean of 1.21 (SD = 0.57). Afterwards, the highest score for each head of the dental department was examined and compared across the three components. Approximately 60% of the dentists fell on the transactional, 34.6% on the transformational and 2.3% on the passive–avoidant scale. Multiple linear regression showed that the factors influencing the leadership of the dentists included emotional intelligence, the professional position of the dentists and the perception of the organisational climate. Conclusions: The majority of heads of dental departments had transactional leadership style followed by transformational leadership style, and passive–avoidance was the least common. Emotional intelligence, the professional position and the perception of the organisational climate significantly increased the transformational leadership score. © 2020 FDI World Dental Federation"
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,Can super smart leaders suffer from too much of a good thing? The curvilinear effect of intelligence on perceived leadership behavior,"Antonakis, J.; House, R.J.; Simonton, D.K.",2017,Journal of Applied Psychology,10.1037/apl0000221,,"Although researchers predominately test for linear relationships between variables, at times there may be theoretical and even empirical reasons for expecting nonlinear functions. We examined if the relation between intelligence (IQ) and perceived leadership might be more accurately described by a curvilinear single-peaked function. Following Simonton's (1985) theory, we tested a specific model, indicating that the optimal IQ for perceived leadership will appear at about 1.2 standard deviations above the mean IQ of the group membership. The sample consisted of midlevel leaders from multinational private-sector companies. We used the leaders' scores on the Wonderlic Personnel Test (WPT)-a measure of IQ-to predict how they would be perceived on prototypically effective leadership (i.e., transformational and instrumental leadership). Accounting for the effects of leader personality, gender, age, as well as company, country, and time fixed effects, analyses indicated that perceptions of leadership followed a curvilinear inverted-U function of intelligence. The peak of this function was at an IQ score of about 120, which did not depart significantly from the value predicted by the theory. As the first direct empirical test of a precise curvilinear model of the intelligence-leadership relation, the results have important implications for future research on how leaders are perceived in the workplace. © 2017 American Psychological Association."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,Leadership and change: Italian validation of the Transformational and Empowering Leadership scales,"Barattucci, M.; Scaratti, G.; Teresi, M.; Ramaci, T.",2024,Psicologia Sociale,10.1482/112911,,"In a competitive and evolving working scenario, the leadership is called to respond to the challenges related to the management of internal and external transformative processes of the organization. In order to validate the Italian version of the Global Transformational (GTL) and Empowering Leadership Behavior (ELB) scales and to test their reliability, a study involved a sample of 852 workers, mainly women (N = 553, 64.9%), with an average age of 41.1 years (SD = 10.17). The factorial structure of the Italian version of the GTL and ELB was examined through a confirmation factorial analysis (CFA) with Structural Equation Modeling (SEM). The results are satisfactory for both tools in terms of factorial structure, validity, and reliability; the scores of the two scales are also positively correlated with innovative behavior, satisfaction, and organizational trust. © 2024 Societa Editrice Il Mulino. All rights reserved."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,The Relationship Between Charge Nurses and Clinical Nurses' Perceptions of Patient Safety Culture and Leadership Practices,"Yilmaz, A.; Duygulu, S.",2021,E-Journal of Dokuz Eylul University Nursing Faculty,10.46483/deuhfed.743446,,"Background: A patient safety culture needs to be developed for quality and safe care in health care institutions. Executive nurses having transformational leadership behavior have an important effect on establishing a patient safety culture in hospitals. Objectives: The aim of this study is to reveal transformational leadership practices of unit charge nurses from their own perspective and the perspective of staff nurses they work with, to determine the patient safety culture perceptions of unit charge nurses and staff nurses, and to examine the relationship between transformational leadership practices and patient safety culture. Methods: This descriptive, relationship-seeking and cross-sectional study was conducted between March and June 2014 in four hospitals in Konya province. The sample of the study consisted of 70 unit charge nurses and 357 staff nurses working with these unit charge nurses. Participation rate in the study is 84.5%. Data were collected by using the Demographic Data Form, Leadership Practices Inventory and Patient Safety Culture Hospital Questionnaire. Means, t test, percentages, standard deviation and Spearman's tests were used in the analysis of the data. Results: According to the evaluations of the unit charge nurses and staff nurses; it was found that the unit charge nurses' averages scores for prodding others into action, encouraging others and questioning the process sub-dimension and total leadership practice were significantly higher than those of the staff nurses. Patient Safety Culture perceptions of unit charge nurses are higher than service nurses. According to the findings obtained from the study, there is a positive relationship between nurses' transformational leadership practices and patient safety culture. Conclusion: In the study, it has been shown that there is a positive relationship between nurses' transformational leadership practices and patient safety culture. In order to create a positive patient safety culture in the units of charge nurses, it is necessary to develop the unit charge nurses' transformational leadership practices. © 2021, Dokuz Eylul University. All rights reserved."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,Transformational Leadership in Nursing:: Aspiring Leaders Development Program for Indian American Nurses,"Dias, N.; Mathew Joseph, N.; Michael, J.",2019,Nurse Leader,10.1016/j.mnl.2018.12.015,,"Despite the diversity in the healthcare setting, Indian nurses are underrepresented in leadership positions. Several hospital systems have formal leadership programs to train nurses to be effective leaders. However, few programs prepare minority nurses for leadership roles. This article discusses the development and implementation of a leadership program for Indian nurses by the National Association of Indian Nurses of America. The curriculum was based on the transformational leadership principles. The post-test analysis showed an improvement in the overall scores of the Leadership Practice Inventory. An increase in the representation of minority nurses in leadership positions can positively influence healthcare disparities. © 2019"
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,Determinants of Individual Innovation in Nurses: The Effect of Transformational Leadership and Professional-Demographic Factors,"Yıldız, A.",2025,Journal of Health and Nursing Management,10.54304/shyd.2025.70845,,"Aim: This study aims to determine the level of individual innovativeness among nurses and examine the effects of professional and demographic factors and transformational leadership on individual innovativeness. Method: The research was conducted as a cross-sectional study involving 315 nurses. Data were collected using the Individual Innovativeness Scale, Global Transformational Leadership Scale, and information form on socio-demographic and professional characteristics of nurses. Analyses included t-tests, One-way ANOVA, correlation, and regression. Results: The mean individual innovativeness score was 59.41 (SD=9.41), indicating a moderate level. Classification of innovativeness levels showed that 2.9% were ""innovators,"" 13.7% were ""early adopters,"" 42.5% were ""late majority,"" and 34% were ""laggards."" A positive and moderate relationship was found between individual innovativeness and transformational leadership (r=0.66; p<0.05). Professional and demographic variables explained 47% of the total variance in individual innovativeness (R²=0.47; p<0.01), increasing to 62% when transformational leadership was included (R²=0.62; ΔR²=0.15; p<0.01). Age, years of experience, and education were significant predictors of individual innovativeness (p<0.01). Conclusion: The findings reveal a need to improve nurses’ innovativeness and highlight the critical role of transformational leadership in fostering innovative behavior. Promoting transformational leadership skills and implementing innovative professional development programs are recommended in healthcare settings. © 2025 The Authors."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,The impact of principal leadership on teacher motivation and performance: A mixed method approach,"Imron, A.; Djatmika, E.T.; Arifin, I.",2019,"International Journal of Innovation, Creativity and Change",,,"The Indonesian education system is confronted with low-quality teaching, which has manifested low Teacher Competency Test (UKG) scores and incompetency among teachers. In Banjarmasin City, the UKG score in 2016 was 62.73%, while, on average, the Teacher Performance Assessment (PKG) score was 49.148, which is 25.852 lower than the required minimum of 75.0. Existing literature has established the core role of school leadership in improving the quality of education offered in public institutions. The aim of the present investigation was to explore the synergistic impacts of principal's leadership approaches and teacher motivation on performance among high school teachers from three schools in Banjarmasin City, Indonesia. A qualitative research framework was adopted, which entailed the utilization of purposive sampling technique, semi-structured interviews, and thematic analysis to collect and analyze data. The findings suggest that in the selected institutions, principals have a direct influence on teacher motivation through the provision of supportive governance. In addition, school leadership indirectly shapes teacher performance through lobbying for equitable pay for their subordinates and ensuring access to teaching resources, which in turn influence teacher motivation levels. The findings through quantitative technique indicate a significant and positive influence of transformational leadership on teacher performance. © Primrose Hall Publishing Group."
data_rawScopus_2025-08-23_TL_Test_SCORE_64（2）.ris,ris,Developing Managerial Skills Through Coaching: Efficacy of a Cognitive-Behavioral Coaching Program,"Ratiu, L.; David, O.A.; Baban, A.",2017,Journal of Rational - Emotive and Cognitive - Behavior Therapy,10.1007/s10942-015-0225-8,,"Managerial coaching is currently seen as an effective leadership practice facilitating learning process of the employees for performing better and being more effective in organizations. This article builds on recent research on the importance of the managerial coaching by empirically investigating the effects of a cognitive-behavioral coaching programme over mid-level managers. Due to the similarities between managerial coaching behaviors and transformational leadership behaviors, we have adopted the transformational leadership model as theoretical framework for evaluating management behaviors. The study used a pre-posttest approach to test the effects of the coaching program especially designed for 23 mid-level managers having as responsibility the supervision of production teams in a multinational organization. The major aims of the program consisted of: developing managerial coaching skills, assertive communication skills, motivation of subordinates. Overall, the analysis of results elicited an increase of scores in the leadership behavior dimensions measured by multifactor leadership questionnaire that are part of the managerial coaching skills. Besides, the effectiveness perceived as an indicator of performance was significantly higher upon completion of the coaching program. Findings suggest that coaching, as a professional development method, has great potential to contribute to the managerial behaviors that facilitate development at subordinate level, as they are captured by some transformational and transactional scales. Such knowledge can be informative for practitioners as well in developing effective managers and leaders and understanding and managing employee attitudes and behaviors in organizations. © 2015, Springer Science+Business Media New York."
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Integrated leadership for coherent school improvement in Ethiopia: The moderating role of transformational leadership on the relationship between instructional leadership and student academic achievement mediated by school improvement process,"Gao, CH; Khalid, S; Cai, LY; Tadesse, E",2024,PSYCHOLOGY IN THE SCHOOLS,10.1002/pits.23065,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Comparing the relationships between school principals' leadership types and teachers' academic optimism,"Börü, N; Bellibas, MS",2024,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2021.1889035,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,"Effects of the ""High Impact Leadership for School Renewal"" Project on Principal Leadership, School Leadership, and Student Achievement","Ma, X; Shen, JP; Reeves, PL; Wu, H; Roberts, L; Zheng, YZ; Chen, QQ",2024,EDUCATION SCIENCES,10.3390/educsci14060600,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Leadership Styles of Mid-level Educational Leaders Perceived by Academic Members: An Exploratory Study among Chinese Universities,"Cheng, Z; Zhu, C",2023,RESEARCH IN EDUCATIONAL ADMINISTRATION & LEADERSHIP,10.30828/real.1255643,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The relationship between Chinese preschool principal leadership styles and teacher leadership: Exploring the mediating effect of psychological capital,"Zhang, LM; Wu, TT; Liu, LJ; Ren, P; Lin, CP",2022,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2022.1006184,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,A Review of Empirical Research on Transformational School Leadership in China (2010-2019),"Li, YZ",2022,ECNU REVIEW OF EDUCATION,10.1177/2096531120942242,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The Relationship Between Principal Leadership and Student Achievement: A Multivariate Meta-Analysis with an Emphasis on Conceptual Models and Methodological Approaches,"Shen, JP; Wu, H",2025,EDUCATIONAL ADMINISTRATION QUARTERLY,10.1177/0013161x241286527,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Instructional leadership in school middle leaders,"Shaked, H",2023,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,10.1108/ijem-03-2023-0089,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Understanding the relationship between transformational leadership and collective teacher efficacy in Chinese primary schools,"Liu, P; Li, L; Wang, JP",2020,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2019.1623922,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,"The evolving dynamics between instructional leadership, collective teacher efficacy, and dimensions of teacher commitment: what can Chinese independent high schools tell us?","Thien, M; Lima, SY; Adams, D",2024,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2021.1913236,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Motivating teachers' commitment to change through transformational school leadership in Chinese urban upper secondary schools,"Liu, P",2015,JOURNAL OF EDUCATIONAL ADMINISTRATION,10.1108/jea-02-2014-0026,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,School heads' transformational leadership and students' modernity: the multiple mediating effects of school climates,"Wang, ST",2019,ASIA PACIFIC EDUCATION REVIEW,10.1007/s12564-019-09575-3,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The effects of community-wide distributed leadership on students' academic achievement,"Tsuyuguchi, K; Fujiwara, F; Uzuki, Y",2024,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2020.1849814,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,"A Study on the Correlations Among Elementary and Junior High School Principal Leadership for Learning, Teacher Leadership for Learning, and Student Core Competency: Perspective of Competency-Based Education","Chien, WC",2022,JOURNAL OF RESEARCH IN EDUCATION SCIENCES,10.6209/jories.202209_67(3).0002,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Leadership practices of school principal through a distributed leadership lens: a case study of a secondary school in urban Pakistan,"Nawab, A; Asad, MM",2020,INTERNATIONAL JOURNAL OF PUBLIC LEADERSHIP,10.1108/ijpl-08-2020-0081,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Relationship between principal leadership and student achievement: A comparative study between Germany and China,"Chen, D; Bos, W",2023,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,10.1016/j.ijedudev.2023.102868,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Mapping the terrain: a literature review on school middle leadership in Mainland China,"Tang, JJ",2022,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2022.2120633,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Relationship between Principal Leadership Style and Student Achievement: A Comparative Study between Germany and China,"Chen, D; Ning, B; Bos, W",2022,SAGE OPEN,10.1177/21582440221094601,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The association between principal leadership and student achievement: A multivariate meta-meta-analysis,"Wu, H; Shen, JP",2022,EDUCATIONAL RESEARCH REVIEW,10.1016/j.edurev.2021.100423,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,How does teacher-perceived principal leadership affect teacher self-efficacy between different teaching experiences through collaboration in China? A multilevel structural equation model analysis based on threshold,"Xie, ZY; Wu, RX; Liu, HY; Liu, J",2022,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2022.933838,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,School Leader Perspectives on Leadership Learning Preparation and Continuing Professional Development in the Chinese Province of Fujian: An Exploratory Study,"Wilson, M; Xue, XM",2013,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/1741143213494187,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Relationship between principal leadership and students' mathematics achievement: a comparative study between Germany and Chinese Taipei,"Chen, D; Ning, B; Bos, W",2022,ASIA PACIFIC JOURNAL OF EDUCATION,10.1080/02188791.2020.1816899,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Relation between Secondary School Administrators' Transformational and Transactional Leadership Style and Skills to Diversity Management in the School,"Okçu, V",2014,KURAM VE UYGULAMADA EGITIM BILIMLERI,10.12738/estp.2014.6.2128,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Impact of school leadership on teacher innovativeness: evidence from multilevel analysis of Taiwan TALIS 2018,"Hsieh, CC; Tai, SE; Li, HC",2024,ASIA PACIFIC JOURNAL OF EDUCATION,10.1080/02188791.2024.2397040,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,To what extent is shared instructional leadership related to teacher self-efficacy and student academic performance in China?,"Liu, Y; Li, L; Huang, C",2022,SCHOOL EFFECTIVENESS AND SCHOOL IMPROVEMENT,10.1080/09243453.2022.2029746,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The relationship between teacher leadership and collective teacher efficacy in Chinese upper secondary schools,"Liu, P",2021,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,10.1108/ijem-07-2020-0361,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Inter-school collaboration leaders' behaviors and underlying leadership styles: The case of China,"Fang, Z; Liu, HT; Gao, J; Xu, WQ; Song, SY",2024,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,10.1016/j.ijedudev.2024.102979,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The mediating role of school effectiveness in the relationship between transformational leadership and workplace exclusion,"Kandemir, A",2024,FRONTIERS IN PSYCHOLOGY,10.3389/fpsyg.2024.1475156,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,A global perspective on school leadership: Evidence from a latent class analysis on OECD TALIS data,"Soncin, M; Bowers, AJ; Agasisti, T",2024,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432241231902,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,How Does Principals' Transformational Leadership Impact Students' Modernity? A Multiple Mediating Model,"Wang, ST",2021,EDUCATION AND URBAN SOCIETY,10.1177/0013124520931955,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The Impact of Transformational School Leadership on School Staff and School Culture in Primary Schools-A Systematic Review of International Literature,"Heenan, IW; De Paor, D; Lafferty, N; McNamara, PM",2023,SOCIETIES,10.3390/soc13060133,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Principal Leadership and School Performance: An Examination of Instructional Leadership and Organizational Management,"Sebastian, J; Allensworth, E; Wiedermann, W; Hochbein, C; Cunningham, M",2019,LEADERSHIP AND POLICY IN SCHOOLS,10.1080/15700763.2018.1513151,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,"How Leadership, School Culture, Collective Efficacy, Academic Self-Efficacy, and Socioeconomic Status Affect Student Achievement","Bozkurt, S; Çoban, Ö; Özdemir, M; Özdemir, N",2021,EGITIM VE BILIM-EDUCATION AND SCIENCE,10.15390/eb.2021.9338,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,What Aspects of Principal Leadership Are Most Highly Correlated With School Outcomes in China?,"Zheng, Q; Li, LY; Chen, HJ; Loeb, S",2017,EDUCATIONAL ADMINISTRATION QUARTERLY,10.1177/0013161x17706152,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Challenges of difference and difficulty: how do principals enact different leadership for diverse student population in a changing Chinese school context?,"Szeto, E; Cheng, AYN; Sin, KKF",2019,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2018.1518541,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Impact of instructional leadership on high school student academic achievement in China,"Hou, YY; Cui, YR; Zhang, DH",2019,ASIA PACIFIC EDUCATION REVIEW,10.1007/s12564-019-09574-4,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Relationship-based instructional leadership,"Shaked, H",2024,INTERNATIONAL JOURNAL OF LEADERSHIP IN EDUCATION,10.1080/13603124.2021.1944673,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Dual leadership in Chinese schools challenges executive principalships as best fit for 21st century educational development,"Cunningham, C; Zhang, W; Striepe, M; Rhodes, D",2022,INTERNATIONAL JOURNAL OF EDUCATIONAL DEVELOPMENT,10.1016/j.ijedudev.2021.102531,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Examining principal leadership effects on teacher professional learning in China: A multilevel analysis,"Huang, L; Huang, YT; Zhou, SK",2023,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432211041626,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Instructional leadership scale for high school principals: Development and validation,"Lai, HC; Lien, HY",2025,EDUCATIONAL MANAGEMENT ADMINISTRATION & LEADERSHIP,10.1177/17411432231177531,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Investigating the mediating effects of professional learning communities on the relationship between leadership practices and teacher collective efficacy: a perspective of Chinese principals,"Zhang, J; Huang, QN; Ye, JY",2023,CAMBRIDGE JOURNAL OF EDUCATION,10.1080/0305764x.2022.2092070,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The mediating effect of teacher self-efficacy regarding the relationship between transformational school leadership and teacher agency,"Polatcan, M; Arslan, P; Balci, A",2023,EDUCATIONAL STUDIES,10.1080/03055698.2021.1894549,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Impact of school leadership on teacher professional collaboration: evidence from multilevel analysis of Taiwan TALIS 2018,"Hsieh, CC; Chen, YR; Li, HC",2024,JOURNAL OF PROFESSIONAL CAPITAL AND COMMUNITY,10.1108/jpcc-01-2023-0002,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Principal leadership and school capacity effects on teacher learning in Hong Kong,"Li, LJ; Hallinger, P; Ko, J",2016,INTERNATIONAL JOURNAL OF EDUCATIONAL MANAGEMENT,10.1108/ijem-03-2014-0035,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,The effects of integrated transformational leadership on achievement,"Boberg, JE; Bourgeois, SJ",2016,JOURNAL OF EDUCATIONAL ADMINISTRATION,10.1108/jea-07-2014-0086,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,Educational leadership on the Chinese mainland: A case study of two secondary schools in Beijing,"Lai, MH; Wang, LJ; Shen, W",2017,LONDON REVIEW OF EDUCATION,10.18546/lre.15.2.13,,
data_rawWoS_2025-08-23_PrinSchoolLeader_TL_Achievement_GPA_LowerSec_100.ris,ris,How do the leadership strategies of middle leaders affect teachers' learning in schools? A case study from China,"Zhang, XL; Wong, JLN; Wang, XF",2022,PROFESSIONAL DEVELOPMENT IN EDUCATION,10.1080/19415257.2021.1895284,,
