key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id,PDF files,[]
rayyan-304195304,LEARNER-CENTERED LEADERSHIP IN “URBAN” CONTEXTS: KEY ELEMENTS TO CONSIDER FOR PROFESSIONAL DEVELOPMENT,2017.0,1,1,,,,,,"Jones, B.A. and Jackson, N.D.",,,,,"This chapter shows that professional development for urban school leaders must take into account the uniqueness of the urban environment, or else such professional development will be viewed as irrelevant and a waste of time by school leaders who are genuinely committed to improving the academic and sociocultural environment of their schools and school districts. It provides studies on school leadership that were underway in the St. Louis and Kansas City school districts through the Urban School Leadership Consortium. The theory allows for a critical discussion of race, ethnicity, and the influence of community and culture on communications in an urban educational arena. Socioeconomic status is often cited as the most significant correlate to academic achievement. Urban school leaders need to be prepared to understand the persistence of the digital divide in America and how to systematically act on this divide. Consistent with the learner-centered concept, urban school leaders must become transformational in their leadership style. © 2022 Elsevier B.V., All rights reserved.","",,"",,,"",""
rayyan-304195305,Mapping the complexities of effective leadership for social justice praxis in urban auckland primary schools,2016.0,1,1,,,,,,"Jayavant, S.",,,,,"This empirical research is about strengths-based leadership practices that seek to explore leadership for social justice and equity in New Zealand’s culturally and linguistically diverse educational and social landscape. Similar to the diversity in other countries, where leaders demonstrate culturally responsive leadership practices in their quest to educate diverse democracies. This inquiry examines the characteristics and behaviours of effective leadership for social justice and equity for student academic achievement in urban Auckland primary schools. A qualitative, comparative case study, combined with the theoretical framework of applied critical leadership from theories of transformational leadership, critical pedagogy and critical race theory (perspective lens) guided the research methods. The research findings presented several applied critical leadership characteristics that highlighted the complexities of leading for social justice in urban Auckland primary schools. A distinct phenomenon was leader’s axiological philosophy (values, beliefs and morals) underpinning their leadership that was culturally responsive to the diversity in their educational contexts. These findings suggest the need for research and scholarship yet to be done in this largely unexplored educational leadership academic space. © 2021 Elsevier B.V., All rights reserved.","",,"",,,"",""
rayyan-304195311,A qualitative study of faculty members' views of women chairs,2010.0,1,1,,,,,,"Isaac, C. and Griffin, L. and Carnes, M.",,,,,"Background: Concurrent with the evolving role of the department chair in academic medicine is the entry of women physicians into chair positions. Because implicit biases that stereotypically masculine behaviors are required for effective leadership remain strong, examining faculty members' perceptions of their chair's leadership in medical school departments with women chairs can provide insight into the views of women leaders in academic medicine and the complex ways in which gender may impact these chairs' leadership style and actions. Methods: We conducted semistructured interviews with 13 male and 15 female faculty members representing all faculty tracks in three clinical departments chaired by women. Inductive, qualitative analysis of the subsequent text allowed themes to emerge across interviews. Results: Four themes emerged regarding departmental leadership. One dealt with the leadership of the previous chair. The other three described the current chair's characteristics (tough, direct, and transparent), her use of communal actions to help support and mentor her faculty, and her ability to build power through consensus. Because all three chairs were early in their tenure, a wait and see attitude was frequently expressed. Faculty generally viewed having a woman chair as an indication of positive change, with potential individual and institutional advantages. Conclusions: This exploratory study suggests that the culture of academic medicine has moved beyond questioning women physicians' competence to lead once they are in top organizational leadership positions. The findings are also consonant with experimental research indicating that women leaders are most successful when they pair stereotypic male (agentic) behaviors with stereotypic female (communal) behaviors. All three chairs exhibited features of a transformational leadership style and characteristics deemed essential for effective leadership in academic medicine. Copyright 2010, Mary Ann Liebert, Inc. © 2013 Elsevier B.V., All rights reserved.; MEDLINE® is the source for the MeSH terms of this document.","",,"",,,"",""
rayyan-304195312,Leadership and organizational learning in schools,2010.0,1,1,,,,,,"Mulford, B. and Silins, H.",,,,,"Purpose The purpose of this article is to detail the results of a large survey based research project which sough to examine the relationships among leadership, organizational learning and teacher and student outcomes. Design A large survey based on questionnaires developed from non-school organizations was used to develop a model to test the nature and strength of the relationships between variables and to understand the interactive nature of leadership and organizational learning and their effects on student outcomes. Model testing employed a latent variables partial least squares path analysis procedure. Findings The results of research have shown that leadership characteristics of a school are important factors in promoting systems and structures that enable the school to be effective and improve, in brief, to operate as a learning organization. School leaders need to be skilled in transformational leadership practices which work, directly and indirectly through others, towards bringing about: consensus in the organization’s mission; structures for shared decision making; continual learning through reflective practice; high standards of professionalism; and, a supportive and appreciative climate that promotes a culture of trust and collaboration. The LOLSO research also demonstrates that schools can be identified as learning organizations as they establish sequentially systems and structures of operation that promote: a collaborative and trusting work environment; a shared and monitored mission; empowerment of its members to share decision-making, show initiative and take risks; and, on-going challenging and relevant professional development. These school factors of leadership and organizational learning are shown to influence what happens in the core business of the school; the teaching and learning. Value The article answers two fundamental questions: Does the nature of the leadership and the level of organizational learning in schools contribute to school effectiveness and improvement in terms of the extent of students’ participation in school, student academic self-concept and engagement with school? What is the nature of the relationship between non-academic student measures of participation in school, student self-concept and engagement with school and measures of student retention and academic achievement?. © 2017 Elsevier B.V., All rights reserved.","",,"",,,"",""
rayyan-304195316,"The correlation between leadership, culture, and student achievement",2015.0,1,1,,,,,,"Quin, J.L. and Deris, A.R. and Bischoff, G. and Johnson, J.T.",,,,,"Educational institutions across the nation are being unsuccessful at meeting academic goals set by the states and preparing students to be college and career ready. Many schools around the globe are suffering from a shortage of experienced and competent school leaders that can bring about positive change and increase student achievement. Thus, the objective of this study was to determine the correlation between leadership practices, school culture, and student achievement in an effort to build the capacity of principal leaders. A correlational design was used to determine the relationship between principal leadership practices, culture, and achievement in elementary, middle, and high schools. A total of 216 teachers in 31 schools completed the Leadership Practices Inventory and School Culture Survey. A significant correlation was found between (a) leadership practices and school culture and (b) school culture and student achievement. No relationship was established between leadership practices and school culture. The results implied that school leaders who use transformational leadership practices indirectly impact student achievement through creating a positive school culture. It is recommended that principal preparation programs revamp leadership curriculum to develop leaders who can create positive school cultures and manage reform efforts. © The Turkish Online Journal of Educational Technology.","",,"",,,"",""
rayyan-304195317,Leadership for learning in schools in the twenty-first century,2023.0,1,1,,,,,,"Ng, A.Y.M.",,,,,"Learning occurs at all levels in school and leadership for learning is an integral part of the school and that for learning to happen, there must be trust, autonomy and high level of teacher professionalism with a strong professional learning community. This chapter synthesizes information from various studies of principal instructional leadership since its inception in the 1980s, its subjection to the various changes that happen in schools during the accountability era and school-based management period, as well as the rising and waning of various theories, to show how it is influenced leading to its evolution into 'leadership for learning' which is also known as 'leading learning'. The original model of instructional leadership is initially described and how the subsequent transformational leadership, distributed leadership, and teacher leadership are incorporated into the original instructional leadership theory to produce an integrated leadership for learning were also elaborated. This chapter re-visits the belief and importance placed on school leadership in addition to its crucial role in students' academic achievement and school improvement. Based on reviews of earlier leadership theories, more insights into leadership across different contexts and professional activities can illustrate some of the benefits of such an approach. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2023. All rights reserved.","",,"",,,"",""
rayyan-304195318,Leadership and diversity in icelandic schools,2016.0,1,1,,,,,,"Svavarsson, H.P. and Hansen, B. and Lefever, S. and Gudjónsdóttir, H. and Ragnarsdóttir, H.",,,,,"This article focuses on challenges principals and lead teachers meet in diverse schools in Iceland. The study was conducted in nine schools at three school levels that have been successful in implementing social justice and in creating inclusive learning spaces. The framework of path-goal theory and transactional and transformational leadership guided the study. All the principals and lead teachers had a vision of pupil well-being and achievement. The findings show that all the principals and lead teachers were primarily participative in their leadership style. However, the leaders who were identified as being most proactive appeared to be more directive in style. © Universitetsforlaget.","",,"",,,"",""
rayyan-304195320,Leadership and effective integration of information and communication technology for the age of restructuring,2014.0,1,1,,,,,,"Thekedam, J.S.",,,,,"For effective technology leadership and for a comprehensive and appropriate use of technology in educational institutions, the standards essential for the heads of the institutions are: leadership and vision; learning and teaching; productivity and professional practice; support, management, and operations; assessment and evaluation; understanding of social, legal, and ethical issues related to technology; and interpersonal and communication skills. Information and Communication Technology (ICT) leadership supports effective instructional practices through a combination of interpersonal skills, knowledge of a variety of current technology applications, and the vision to anticipate future technology-based solutions for education. The potential benefits of good ICT leadership can include improved academic achievement by students, improved student attendance and reduced attrition, better vocational preparation of students, more efficient administrative operations, and reduced teacher/staff burnout and turnover. The main objectives of this study are to investigate principals’ ICT leadership practices in their respective colleges and the methods and strategies principals use to lead technology integration into the educational environment. Qualitative as well as quantitative data were collected by means of semi-structured interviews and questionnaires that were administered to teachers and principals of professional colleges. This study reveals that technology integration as an instructional strategy needs to be learned in the wider context of changing pedagogy and paradigms of thought about technology use in education. Principals who effectively lead ICT integration within their colleges classically perform well in leadership and management, vision and goal setting, student learning, teaching, professional development and training, operations and infrastructure support, and assessment and evaluation. © Springer India 2014.","",,"",,,"",""
rayyan-304195321,THE INFLUENCE OF TEACHER’S TRANSFORMATIONAL LEADERSHIP ON STUDENT ENGAGEMENT: UNVEILING THE MEDIATING ROLE OF SELF-EFFICACY IN CHINESE HIGHER VOCATIONAL EDUCATION,2024.0,1,1,,,,,,"Zuo, X. and Omar, I.M. and Lee, K.C.S.",,,,,"This study examined the connection between transformational leadership by instructors and student engagement in Chinese higher vocational education, specifically examining the mediating function of student self-efficacy. Drawing on Bandura’s social cognitive theory, a quantitative cross-sectional design was employed to collect data from 1,034 students at five different Chinese Higher Vocational Colleges. These findings indicate that transformational leadership positively affects student engagement and self-efficacy. Their sense of self-efficacy moderated the relationship between leadership and student involvement. This study adopted structural equation modeling, which confirms the proposed relationships’ robustness. However, some limitations, such as the cultural context and limited representativeness, should be considered for future studies. Policymakers and practitioners in education can use these findings to inform efforts to enhance vocational education instruction and student achievements. Implications for practice include suggestions for bettering programs that support teacher leadership and for including self-efficacy tests in educational policies to increase student involvement. These findings have implications for policymakers and educational practitioners, particularly in designing teacher leadership training programs to improve student learning performance. © 2024, University of Malaya. All rights reserved.","",,"",,,"",""
rayyan-304195322,"Are we legitimate yet?: A closer look at the casual relationship mechanisms among principal leadership, teacher self-efficacy and collective efficacy",2011.0,1,1,,,,,,"Kurt, T. and Duyar, I. and Çalik, T.",,,,,"Purpose: Failure to identify any significant relationships between principal leadership and student achievement has proved concerns about the assumed value and legitimacy of principal leadership. The purpose of this paper is to contribute to the current literature by empirically testing the relationships between the principal leadership and the teacher self-efficacy, a construct which has a proven impact on student achievement. The role of collective efficacy on the relationship between transformational leadership of principals and self-efficacy of teachers was a special focus for the study. Design/methodology/approach: A causal comparative research design was employed to study the direct, indirect, and mediating relationships among principal leadership, teacher self-efficacy, and collective efficacy in schools. The participants included a cluster-random sample of 813 primary school teachers. Data gathering instruments composed of a combination of the Multifactor Leadership Questionnaire, the Collective Teacher Efficacy Scale and the Teacher's Sense of Efficacy Scale. A structural equation modelling with path analysis was employed to test the research models and hypotheses. Findings: Findings of the study demonstrated that collective efficacy and transformation leadership jointly shape teachers' self-efficacy. There was a significant relationship between principals' transformational leadership and teachers' self-efficacy beliefs. This relationship was mediated and magnified by collective efficacy in schools. Research limitations/implications: The study has the common limitations of the self-reported perceptions of participants. Originality/value: The study enlightened the little-known causal relationship mechanisms through which transformational leadership practices of principals and collective efficacy of schools affect the self-efficacy beliefs of teachers. The findings are in line with the socio-cognitive theory which assumes the presence of reciprocal relationships among leadership, organization, and person domains in shaping organizational behaviors of teachers. The study also parallels with the emerging literature about the mediating effects of collective efficacy on the relationship between principal transformational leadership and teacher self-efficacy. © Emerald Group Publishing Limited.","",,"",,,"",""
rayyan-304195324,What Are the Different Types of Principals Across the United States? A Latent Class Analysis of Principal Perception of Leadership,2014.0,1,1,,,,,,"Urick, A. and Bowers, A.J.",,,,,"Purpose: Effective styles of principal leadership can help address multiple issues in struggling schools, such as low student achievement and high rates of teacher attrition. Although the literature has nominated certain ""idealized"" leadership styles as being more or less effective, such as transformational, instructional, and shared instructional leadership, we have little evidence about how principals may or may not choose to practice these styles across U.S. schools. Research Design: Latent class analysis was used to identify different types of principals across the United States. We analyzed the 1999-2000 Schools and Staffing Survey as it presents a unique opportunity to study the different types of U.S. principals since it contains leadership measures not found in other national surveys. A final sample of 7,650 public schools and principals was included in the analysis. Findings: Instead of idealized leadership styles signifying variations in practice, the differences between types of principals were defined by the degree of principal and teacher leadership. Further, the school and principal context, such as school size, urbanicity, accountability performance, and principal background, predicted the three significantly different principal types: controlling, frequent principal leadership; balkanizing, high degree of leadership shared with teachers; or integrating, frequent principal leadership as well as a high degree of leadership shared with teachers. Conclusions: These types suggest that principals simultaneously practice leadership behaviors associated with multiple leadership styles in accordance with their background and school context. These findings provide support for the use of more complex models to assess school leader effectiveness. © The University Council for Educational Administration 2013.","",,"",,,"",""
rayyan-304195325,Integrative Principals’ Leadership Behaviour Approach to Improve Student Academic Outcomes in Ethiopian Secondary Schools,2023.0,1,1,,,,,,"Botha, R.J. and Aleme, S.G.",,,,,"It is clear from the literature that there is no consensus on the most effective type of leadership behavior which promotes one of the main objectives of education, namely student achievement. This current study was initiated due to the prevalence of low student achievement as well as the observed controversies regarding effective types of leadership behaviors in secondary schools in the Gedeo Zone of Ethiopia. The aim of the study was to examine the effect of secondary school principals’ leadership behaviors on student outcomes in the zone and consequently to identify effective types of leadership constructs that could enhance learners’ success. An explanatory sequential mixed-design approach was used with a sample of six schools which were chosen by using a maximum variation strategy. Out of these six sampled schools, eighteen (18) participants, comprising of six (6) principals, four (4) district supervisors, two (2) zone education experts and six (6) PTSA chairmen were chosen for the qualitative phase. These participants were selected purposively as they have a better understanding, by virtue of their position regarding the effect of principals’ leadership behavior on student achievement. A close-ended questionnaire was used to collect quantitative data, while interviews and document analysis were used as research instruments in the qualitative phase. The findings of this study indicate that effective practicing of a combination of instructional and transformational leadership behaviors, in integrative ways, enhances student outcomes. ©Authors.","",,"",,,"",""
rayyan-304195326,Relationship between transformational leadership and positive youth development in Japanese sports,2025.0,1,1,,,,,,"Nakayama, S. and Izawa, M.",,,,,"Introduction: This study examined the relationship between transformational leadership (TFL) behaviors of coaches and positive youth development (PYD) outcomes in Japanese youth sports settings. Research has shown associations between TFL and various athlete outcomes in Western sports contexts. However, limited attention has been paid to how cultural factors shape these relationships in East Asian settings, particularly within Japanese sports culture that emphasizes hierarchical relationships and collectivist values. Methods: The study included 112 first-year undergraduate students from a sports science program at a Japanese university. Athletes' perceptions of their coaches' TFL behaviors and PYD outcomes were assessed using the Differentiated Transformational Leadership Inventory for Youth Sport (DTLI-YS) and the Youth Experience Survey for Sport (YES-S). Results: Correlation analyses revealed a particularly strong association between high performance expectations and initiative (r =.53, p <.01), notable when compared to American research where correlations between PYD outcomes and TFL dimensions were typically weaker (r =.11 –.43). Regression analyses further showed that high performance expectations were significantly associated with both goal setting (β =.29, p <.05) and initiative (β =.39, p <.01). Analysis by competition level revealed significant differences in initiative (F = 4.07, p <.01, η² =.10) and total YES-S scores (F = 2.75, p <.05, η² =.07). Discussion: These findings contribute to understanding how cultural context shapes the relationship between coaching leadership and youth development in sports. While the prominence of high performance expectations reflects Japanese sports culture's emphasis on discipline and collective achievement, results suggest the importance of incorporating a more balanced leadership approach that includes elements beyond high performance expectations to foster comprehensive athlete development. 2025 Nakayama and Izawa.","",,"",,,"",""
rayyan-304195327,Critical play: New paradigms for promoting student achievement and excellence,2016.0,1,1,,,,,,"Barber, W.",,,,,"In spheres beyond the student achievement literature, the notion of excellence includes consideration not only of the individual behaviors that represent excellence in action, but also the conditions or environments that foster or provide opportunities for growth in this direction. Unless the conditions for excellence to occur are present, this quality may remain inert. Emerging from this chapter is the concept of “critical playing."" Reaching beyond critical thinking, “critical playing” engages the learners’ physical, emotional, social, intellectual and spiritual selves. It is a qualitative state of excellence which can exist in both teachers and students, whereby individuals are deeply connected to themselves, the lesson content, and their interactions with others in a healthy school community. Authors have referred to this concept of “flow” to describe when students are performing at their potential (Csikzenmihalyi, 1980). Educational environments that nurture both “critical playing” and “flow” foster a rich environment to promote student achievement. This chapter suggests that there are individual and organizational factors which enhance the development of high performing students, by building a culture of achievement, thereby allowing these teachers to inspire critical playing, flow and excellence in their students. First, the notions of expertise and excellence in individual students are examined using Bereiter and Scardamalia’s (1993) research on expertise. Orlick’s (1992) Wheel of Excellence involves several key traits in the individual high performer which are indicators of excellence. These characteristics include “commitment, belief in oneself, full focus, distraction control, constructive evaluation, positive images and mental readiness” (p. 110). Orlick’s examination of high performers in many professional fields is comparable to the characteristics needed by students to excel. These characteristics needed to be successful are also reiterated by the Conference Board of Canada Employability Skills (2016) and the Davos World Conference (2015) on skills needed to excel for 2020. The second key element in this conceptual framework is an investigation of the organizational parameters which affect student excellence. Many authors have studied the primary factors which are considered to be indicators of a high-performing educational organization (Carter, 2002; Meehan, Wiersma, Cowley, Craig, Orletsky & Childers, 2002; Trimble, 2002; Cibulka & Nakayama, 2000). In this research, Cibulka and Nakayama’s (2000) work identifies some characteristics of high-performing schools, including a “collaborative culture, transformational leadership, reflective practice, an ethic of interpersonal caring, increasing standards of professional development, and accountability for high standards” (p. 23). A third critical element in this framework is the impact of health promoting schools on both student achievement and teacher performance. A great deal of research supports the idea that the characteristics of a healthy school are also key features of an institution which nurtures student and teacher excellence (Anderson, 2002; Laforet-Fleisser & Mitchell, 2002; Youngs, 1993; Anderson & Piran, 2001). Finally, the paper will address the integration of these themes as they are ubiquitously woven through the student-centred learning experience. Students are encouraged to strive for excellence if each of these three elements are present in the learning environment achievements. © 2017 by Nova Science Publishers, Inc.","",,"",,,"",""
rayyan-304195329,Calculating the power of alternative choices by school leaders for improving student achievement,2017.0,1,1,,,,,,"Sun, J. and Leithwood, K.",,,,,"This paper addresses a wicked problem faced by leaders wanting to be evidence informed in their choices of school improvement priorities and the most productive leadership practices to enact in pursuing those priorities. While local contexts will always be central to these choices, results of research ought to provide useful points of departure. But determining what relevant evidence recommends, local context aside, is far more difficult that the admonition to be ‘evidence informed’ seems to imply and the research community has offered few systematic solutions to the problem. This paper offers one possible solution, the calculation of ‘Power Indices’ using, for the purposes of illustration, evidence about the effects of a selected set of potential school improvement priorities (teachers’ emotions) on student learning, in combination with evidence about the effects on teacher emotions of a selected set of transformational leadership practices. Results argue for the value of a unique line of future research enabling school leaders to make choices about both school improvement priorities and how they might best pursue those priorities that systematically reflect the results of relevant evidence. © 2017 Informa UK Limited, trading as Taylor & Francis Group.","",,"",,,"",""
rayyan-304195333,How Leadership and School Climate Influence Student Achievement: Evidence from a Comparative Meta-Analysis,2025.0,1,1,,,,,,"Ozdogru, M. and Sarier, Y. and Korucuoglu, T.",,,,,"Background/purpose: This study aims to investigate the influence of leadership (principal and teacher leadership) and school climate on student achievement as well as the moderating effect of some variables in this relationship. Materials/methods: With this purpose, a meta-analysis of data gathered from a total of 90 empirical studies including 83,337 participants was performed. The random effects model was utilized to measure the overall effect sizes. Results: The results showed that leadership and school climate had a moderate effect on academic achievement. In the USA context, organizational climate, principal leadership, and teacher leadership affected student achievement respectively. However, in the Turkish context, teacher leadership had a greater influence on student achievement the school climate, and principal leadership. The analysis also revealed that the influence of leadership on student achievement was attained through transformational, supportive, distributed, and instructional leadership practices respectively. Among the moderators tested, only the education level was determined to moderate the effect of school climate on student achievement. It was also concluded that an open organizational climate in primary schools had a greater effect on academic achievement. Conclusion: The current study evidenced that leadership and school climate are significant variables in improving student achievement. © The Author(s), 2025.","",,"",,,"",""
rayyan-304195334,"Inducing long-term, positive behavior change: Leveraging student empowerment to effect long-term change",2022.0,1,1,,,,,,"Tranchina, D. and Terenfenko, C. and Mulvaney, T.",,,,,"The focus of this chapter is to highlight two different transformational change initiatives in public schools that rely on student leadership to be effective. Both programs will explore effective ways to empower students as leaders, to make better social decisions, and to improve their attachment to school and community. One program involves a student-led technology club in a middle school. The goal of the club is to assist with the school's technology usage while also making a positive impact on participating students' achievement and attachment to school. The other program involves educating high school students on the risks of heroin and opioid addiction. Both programs seek to leverage student empowerment to induce long-term, positive behavior change in the students directly involved as well as those around them. © 2022, IGI Global.","",,"",,,"",""
rayyan-304195335,Preparing school leaders to confront opportunity gaps in suburban districts,2020.0,1,1,,,,,,"Preis, D.",,,,,"The advantages of suburban life do not necessarily guarantee a secure future for many young people of color. A recent US study indicates that despite being raised in elite neighborhoods, Black males raised in affluent conditions are less likely than White males to maintain their wealth status into adulthood. While strong instruction, adult support, and inclusive cultures have been proven to mitigate a myriad of risk factors for historically marginalized groups of students, opportunity gaps continue to face young people of color, even in affluent suburban districts, where the appearance of a level playing field can lead educators to underestimate their role in building social capital in their students. High graduation rates notwithstanding, school leaders in suburban districts must be prepared to lead staff to understand the critical impact of disparities in preparation on the competitiveness of their students of color and firstgeneration students. They must seek to uncover critical differences in how opportunities are parceled out, address subtle barriers to access, resist the “opportunity hoarding” that works to maintain the status quo in many districts, and develop in staff the pedagogical and relational skills that engage students of color in the highest opportunities available to them. Though many school administrators may be White, middle class, and personally unfamiliar with some of the racial and socioeconomic challenges that face many suburban districts today, their effectiveness in eliminating achievement and opportunity gaps will hinge on their ability to prepare all students for competition on a playing field that remains anything but level. © Springer Nature Switzerland AG 2020.","",,"",,,"",""
rayyan-304195336,Transformational leadership’s role in shaping Education 4.0 within higher education,2024.0,1,1,,,,,,"Bohari, A. and Wider, W. and Udang, L.N. and Jiang, L. and Tanucan, J.C.M. and Lajuma, S.",,,,,"Integrating Education 4.0 in higher education necessitates a transformational leadership approach that champions innovation and technology adoption. This paper reviews the impact of transformational leadership in fostering a conducive environment for Education 4.0, emphasising personalised and technology-enhanced learning experiences. With their vision and motivational prowess, transformational leaders are crucial in steering educational institutions through digital transformation, encouraging the adoption of advanced technologies like artificial intelligence, virtual reality, and data analytics. These leaders are pivotal in nurturing a culture of continuous improvement and empowerment, actively involving team members in pursuing collective achievements and personal growth. The study highlights the importance of transformational leadership in addressing the dynamic challenges and opportunities presented by Education 4.0. By inspiring educators and students to embrace change, transformational leaders facilitate the integration of innovative teaching methods and technologies, enhancing learning outcomes and preparing students for the demands of the digital age. The findings suggest that transformational leadership is instrumental in creating a flexible, relevant, and forward-thinking educational environment that aligns with the objectives of Education 4.0. This paper advocates strategically emphasising the development of transformational leaders within academic institutions. Such leadership is essential for navigating the complexities of digital-area education, ensuring institutions remain adaptive and responsive to technological advancements, and equipping students with the necessary skills to thrive in a rapidly evolving landscape. © 2024 by author(s). Journal of Infrastructure, Policy and Development is published by EnPress Publisher, LLC.","",,"",,,"",""
rayyan-304195337,Educational Leadership,2018.0,1,1,,,,,,"Yan, W. and Han, Y.",,,,,"Educational leadership is defined as the quality and competence of exerting leading influence on educational organization members, teachers and faculty, students, and diverse stakeholders within and beyond certain educational organizations and settings toward the achievement of educational visions and goals. According to organizational levels, educational leadership can be classified as personal leadership, classroom-level leadership, school-level leadership (including preschools, K-12 schools, and higher institutes), and system-level leadership. According to performance style and rationale, educational leadership can be classified as instructional leadership, transformational leadership, distributed leadership, and teacher leadership. Leaders are tending to perform a complexity of diverse leadership styles. The term “educational leadership” also indicates graduate programs in higher education…. © Springer International Publishing AG, part of Springer Nature 2018.","",,"",,,"",""
rayyan-304195338,The influence of postgraduate qualifications on educational identity formation of healthcare professionals,2018.0,1,1,,,,,,"Sethi, A. and Schofield, S. and McAleer, S. and Ajjawi, R.",,,,,"Demand for postgraduate qualifications in medical education can be judged by the increase in providers worldwide over the last two decades. However, research into the impact of such courses on identity formation of healthcare professionals is limited. This study investigates the influence of such programmes on graduates’ educational identities, practices and career progression. Informed by constructivist grounded theory (CGT), semi-structured interviews were conducted with 27 graduates (2008–2012) from one postgraduate programme, who were at different stages in their careers worldwide. The audio data were transcribed and analysed using a CGT approach. Participants enrolled in award-bearing medical education courses for various intrinsic and extrinsic reasons. The findings from this study highlight their development as educators, and educational researchers, leaders and learners, as their self-efficacy in educational practices and engagement in scholarly activities increased. Graduates attributed career progression to the qualification, with many being promoted into senior positions. They also described substantial performance attainments in the workplace. The findings contribute to understanding the complexity and nuances of educational identity formation of healthcare professionals. A qualification in medical education encouraged transformational changes and epistemological development as an educator. Awareness of these findings will inform both those considering enrolment and those supporting them of potential benefits of these programmes. © 2018, The Author(s).","",,"",,,"",""
rayyan-304195339,"Leadership in Nursing Education for Advancing a School of Nursing-Led Center for Climate Change, Climate Justice, and Health",2023.0,1,1,,,,,,"Bernhardt, J.M. and Sipe, M.H. and Tagliareni, M.E. and O’Brien, L.B. and Donati, C. and Evans, L.A. and Nicholas, P.K.",,,,,"Background: This article examines innovations in the development and advancement of a school of nursing-led climate change center and innovative leadership related to climate change and health in nursing education. Method: The integration of health consequences of climate change in curricula and continuing education is essential to prepare nursing students and nurses for clinical practice. Results: Transformational leadership is a key concept for effective leadership in nursing education to address climate change as the looming public health challenge of the 21st century. Transformational leadership strengthened one nursing program’s curricula, dissemination of relevant scholarship, and achievements with public health outreach related to climate change, climate justice, and health. Conclusion: Nursing education leaders can influence nursing practice and improve societal health outcomes related to the health consequences of climate change across all levels of education and continuing education for professional nurses. Copyright © SLACK Incorporated.","",,"",,,"",""
rayyan-304195340,Investigating the Relationship Between Leadership for Learning and Student Achievement Through the Mediation of Teacher Performance: A Meta-Analytic Structural Equation Modeling (MASEM) Approach,2024.0,1,1,,,,,,"Papadakis, S. and Kanadlı, S. and Kardas, A. and Tülübaş, T. and Karakose, T. and Polat, H.",,,,,"The Leadership for Learning (LfL) framework is often used to investigate the effect of leadership on student achievement (SA). This framework encompasses instructional leadership (IL), transformational leadership (TL), and distributed leadership (DL) qualities that are likely to influence teaching–learning processes at school. The existing literature indicates that LfL can influence both teacher performance and practices and students’ achievement significantly. The current study aims to investigate the mediating role of teacher performance in the relationship between LfL and student achievement using meta-analytical structural equation modeling (MASEM). Correlation values obtained from 60 studies (a total of 36,331 participants) investigating the relationship between these variables were used for the meta-analysis. The findings showed that all three types of leadership affected teacher performance directly, and teacher performance had a direct effect on student achievement. While the effect of IL on SA was mostly indirect, TL and DL were found to affect student achievement both directly and indirectly through teacher performance. Our findings suggest significant implications for not only researchers but also policy-makers and practitioners to improve school performance. © 2024 by the authors.","",,"",,,"",""
rayyan-304195341,"Factors affecting mathematics achievement: Online learning, self-efficacy, and self-regulated learning",2025.0,1,1,,,,,,"Aviory, K. and Retnawati, H. and Sudiyatno, S.",,,,,"Online learning is one of the learning designs considered more efficient in terms of time, as it can be done anywhere and anytime. This study investigates two factors that may influence mathematics achievement in the context of online learning: self-regulated learning and self-efficacy. The researcher aimed to explain the relationships between online learning and mathematics achievement, self-regulated learning and mathematics achievement, self-efficacy and mathematics achievement, self-regulated learning and online learning, self-efficacy and online learning, self-efficacy and online learning with mathematics achievement, and self-regulated learning and online learning with mathematics achievement. The validity of the research instrument was first tested through expert judgment. The sample consisted of grade VIII students from schools implementing the new curriculum in Indonesia. The data were analyzed using Structural Equation Modeling (SEM). The results showed that mathematics achievement is directly influenced by online learning, self-regulated learning, and self-efficacy. Furthermore, when online learning acts as a moderating variable, mathematics achievement is also indirectly influenced by self-efficacy and self-regulated learning. © 2025, Duzce University, Faculty of Education. All rights reserved.","",,"",,,"",""
rayyan-304195342,School leadership in the context of standards-based reform: International perspectives,2012.0,1,1,,,,,,"Volante, L.",,,,,"“Although standards-based reform emerged in the United States and the United Kingdom, the idea has spread across the world, as an approach to systemic reform. It might appear that there is a world-wide “tsunami” of standards-based reform that will standardize and homogenize the educational system across the globe. This volume makes it very clear, however, that there is no one approach to standards-based reform and countries change – there is a danger in paying attention to its evolution and impact in only one context. That’s what makes this volume so valuable. Louis Volante has drawn together descriptions from a wide range of countries, all involved in large-scale reform and using standards and assessments as part of their process. What becomes very obvious is that the language may be the same but the words reflect different contexts and can represent very different ideals, values, and processes. I’m sure you will find this book as interesting and challenging as I have – a gem that pushes your thinking and does not allow readers to remain neutral.” (Lorna Earl) © Springer Science+Business Media B.V. 2012.","",,"",,,"",""
